,LASAR,MouseID,Ear (L/R),TumorID,Model CLID,Group#,Group Description,Response,Day Taken,Day,Area,Area Unit,Phenotype 1,Abundance 1,Ratio 1,Core 1
2356,17-0727 A,20200114 Cage-1 Mouse-3,R,10,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.08882334731599999,mm2,excluded,1687.6278,0.11432846620779569,1651.1197
2357,17-0727 A,20200114 Cage-1 Mouse-3,R,10,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.0,mm2,None,NaN,NaN,NaN
2358,17-0727 A,20200114 Cage-1 Mouse-3,R,10,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2360,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.28343188484799997,mm2,inflamed,2869.54525,0.7838049387596996,2947.10715
2361,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.38301409201099995,mm2,uncertain,2135.392,0.33571107881966533,2246.1386
2362,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.30883195332299995,mm2,excluded,2083.5506,0.04343453980727331,2009.3239
2363,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.7131246073009999,mm2,excluded,2569.371,0.35463552978135227,2427.83975
2364,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.8962373565229999,mm2,inflamed,3368.5916500000003,0.47902580380178056,3476.805
2365,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-01-28,14,1.377800579287,mm2,inflamed,4267.6626,0.9268961104697239,4408.7348
2366,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-01-29,15,1.6999422616029998,mm2,inflamed,3757.2298,0.8039802760346009,3882.0197
2367,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-01,18,2.0252629313829997,mm2,excluded,6223.6029,0.5535414792200827,6181.7107
2368,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-02,19,2.788467530744,mm2,inflamed,8233.9938,0.6154171665900158,8221.8223
2369,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-03,20,2.7318548452169997,mm2,inflamed,10080.1397,0.8215310949230759,10313.7955
2370,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-04,21,2.7303296081919997,mm2,inflamed,9760.97555,0.6773080497977769,9827.414850000001
2371,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-05,22,2.5903231337389996,mm2,inflamed,11699.4465,0.8885174283773217,12394.1916
2372,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-06,23,2.308296820491,mm2,inflamed,19449.3315,0.4514275007145497,19232.6774
2373,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-07,24,1.7384067391009999,mm2,inflamed,21808.324050000003,0.25253550141915604,20850.4882
2374,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-09,26,1.574210864028,mm2,inflamed,16018.3545,0.7149964906072565,17710.9946
2375,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-10,27,0.7895459188709999,mm2,inflamed,14219.50915,0.51482557953569,13950.4614
2376,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-13,30,0.0,mm2,None,NaN,NaN,NaN
2377,17-0727 A,20200114 Cage-1 Mouse-3,R,11,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2359,17-0727 A,20200114 Cage-1 Mouse-3,R,11.1.2.3.4.5.6.7.8.9.10.12.13,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.001,mm2,inflamed,3063.2501,0.6757396396404334,3366.57985
2379,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.033769774774,mm2,uncertain,1916.37855,0.5928250477325258,1937.7715
2380,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.072229975666,mm2,excluded,1451.7981,0.2633447551724796,1448.436
2381,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.20927171406499998,mm2,excluded,1358.141,0.33596716529514553,1321.7441
2382,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.347094321416,mm2,inflamed,1973.8523,0.7146771037859722,2131.8773
2383,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.562417737106,mm2,inflamed,3624.4023,0.8883511850708019,4431.2504
2384,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-01-28,14,0.808679323103,mm2,inflamed,5219.43735,0.918049987854512,5539.62055
2385,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-01-29,15,0.8380629424499999,mm2,inflamed,3871.298,0.7890871459967603,4380.726199999999
2386,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-02-01,18,0.72499532856,mm2,inflamed,5892.2255000000005,0.8181972909313565,5975.668
2387,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-02-02,19,0.4464593434359999,mm2,inflamed,8565.4737,0.665038712873217,8579.1478
2388,17-0727 A,20200114 Cage-1 Mouse-3,R,12,CL587054,2,aPD-L1,C.R.,2020-02-03,20,0.35509818138399996,mm2,inflamed,6474.7478,0.7631324115988753,6502.5371
2378,17-0727 A,20200114 Cage-1 Mouse-3,R,12.1.2.3.4.5.6.7.8.9.10.11.13,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.001,mm2,excluded,2830.7587000000003,0.3166031367127333,2803.2825000000003
2398,17-0727 A,20200114 Cage-1 Mouse-3,R,12.1.2.3.4.5.9,CL587054,2,aPD-L1,C.R.,2020-02-20,37,0.0,mm2,None,NaN,NaN,NaN
2399,17-0727 A,20200114 Cage-1 Mouse-3,R,12.1.2.3.4.5.9,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2400,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.001,mm2,excluded,1549.7691,0.17791819778264106,1509.0552
2401,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.011907264249,mm2,excluded,1373.0655,0.1599553579079064,1351.3441
2402,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.017569453160999997,mm2,excluded,1202.9405,0.09403811722972498,1170.411
2403,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.072034758428,mm2,desert,1321.4166,0.8180619470508985,1433.5035
2404,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.062273952676,mm2,inflamed,1972.18525,0.6035776494523934,2226.57165
2405,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.076915165983,mm2,uncertain,1974.024,0.03530629964072691,1957.0282
2406,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-01-28,14,0.365487128849,mm2,inflamed,2036.649,0.8500979945496755,2117.5249
2407,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-01-29,15,0.36524942161199997,mm2,inflamed,2524.9062,0.7842236955175192,2542.6327499999998
2408,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-02-01,18,0.421059485516,mm2,inflamed,6138.2755,0.9945534771781582,6611.473400000001
2409,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-02-02,19,0.0,mm2,None,NaN,NaN,NaN
2410,17-0727 A,20200114 Cage-1 Mouse-3,R,13,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2201,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.18153695092299998,mm2,inflamed,2366.5709,0.5340458991188192,2367.38385
2202,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.32715691525599994,mm2,desert,1424.8739500000001,0.4599333059248091,1427.9265
2203,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.210052578338,mm2,excluded,1734.6304,0.2908471794766429,1679.377
2204,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.279549531388,mm2,desert,1503.9006,0.7453765488995475,1514.1127
2205,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.20849084979199997,mm2,uncertain,1651.5513999999998,0.7662989878954523,1600.0719
2206,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.381061928989,mm2,inflamed,3705.7666,0.6638932263285001,3858.4988
2207,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-01-28,14,0.49903050528099996,mm2,inflamed,4623.63545,0.9641468530310935,4975.879800000001
2208,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-01-29,15,0.688527371004,mm2,inflamed,3389.3212999999996,0.7690091006948765,3414.4538
2209,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-02-01,18,0.770673546691,mm2,inflamed,6788.5033,1.0,7195.4815
2210,17-0727 A,20200114 Cage-1 Mouse-3,R,2,CL587054,2,aPD-L1,C.R.,2020-02-02,19,1.0578763312189998,mm2,inflamed,7275.7141,0.794795704272452,7291.992200000001
2200,17-0727 A,20200114 Cage-1 Mouse-3,R,2.1.3.4.5.6.7.8.9.10.11.12.13,CL587054,2,aPD-L1,C.R.,2020-01-20,6,0.001,mm2,inflamed,1870.1152,0.8231605782016748,2251.0066
2221,17-0727 A,20200114 Cage-1 Mouse-3,R,2.1.3.4.5.9.12,CL587054,2,aPD-L1,C.R.,2020-02-20,37,0.0,mm2,None,NaN,NaN,NaN
2222,17-0727 A,20200114 Cage-1 Mouse-3,R,2.1.3.4.5.9.12,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2224,17-0727 A,20200114 Cage-1 Mouse-3,R,3,CL587054,2,aPD-L1,C.R.,2020-01-22,8,1.052523910823,mm2,uncertain,1986.5771,0.8005438098328571,2052.571
2225,17-0727 A,20200114 Cage-1 Mouse-3,R,3,CL587054,2,aPD-L1,C.R.,2020-01-23,9,1.4731821159409997,mm2,excluded,1946.0647,0.5170558007775585,1906.9756
2226,17-0727 A,20200114 Cage-1 Mouse-3,R,3,CL587054,2,aPD-L1,C.R.,2020-01-24,10,1.4902801130619998,mm2,excluded,2034.5273,0.4780397555146963,1913.6143
2227,17-0727 A,20200114 Cage-1 Mouse-3,R,3,CL587054,2,aPD-L1,C.R.,2020-01-25,11,1.849673050287,mm2,excluded,1778.3016,0.31827536679352264,1606.9197
2228,17-0727 A,20200114 Cage-1 Mouse-3,R,3,CL587054,2,aPD-L1,C.R.,2020-01-26,12,3.256986295741,mm2,excluded,1709.54,0.19933002859681986,1445.4573
2229,17-0727 A,20200114 Cage-1 Mouse-3,R,3,CL587054,2,aPD-L1,C.R.,2020-01-27,13,4.261959050239,mm2,excluded,2730.1138,0.16869616992627592,2178.5735999999997
2230,17-0727 A,20200114 Cage-1 Mouse-3,R,3,CL587054,2,aPD-L1,C.R.,2020-01-28,14,5.037552860207,mm2,excluded,2850.8375,0.20608022354464947,2108.5051
2231,17-0727 A,20200114 Cage-1 Mouse-3,R,3,CL587054,2,aPD-L1,C.R.,2020-01-29,15,6.188937696305999,mm2,excluded,2040.1283,0.0028452704295957422,1510.9682
2232,17-0727 A,20200114 Cage-1 Mouse-3,R,3,CL587054,2,aPD-L1,C.R.,2020-02-01,18,6.089843635175999,mm2,excluded,4408.910400000001,0.14338813622676644,3476.74665
2223,17-0727 A,20200114 Cage-1 Mouse-3,R,3.1.2.4.5.6.7.8.9.10.11.12.13,CL587054,2,aPD-L1,C.R.,2020-01-20,6,0.001,mm2,inflamed,1816.6516000000001,0.5221733174701854,1932.3087
2244,17-0727 A,20200114 Cage-1 Mouse-3,R,3.1.2.4.5.9.12,CL587054,2,aPD-L1,C.R.,2020-02-20,37,0.0,mm2,None,NaN,NaN,NaN
2245,17-0727 A,20200114 Cage-1 Mouse-3,R,3.1.2.4.5.9.12,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2247,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.41304536450099993,mm2,excluded,1711.9153,0.20830436275097639,1621.9742
2248,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.7700680326219999,mm2,uncertain,1898.6615,0.694850597037405,1958.4014499999998
2249,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.7865258817159999,mm2,uncertain,1913.2256,0.43876023156079624,1914.37235
2250,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.9936502201999998,mm2,uncertain,1690.3236,0.5292376925518856,1645.6484
2251,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-01-26,12,1.601943750891,mm2,excluded,2165.8905,0.2716664945813723,2066.3984
2252,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-01-27,13,2.109700965492,mm2,excluded,3960.3516499999996,0.1877755285582368,3898.67855
2253,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-01-28,14,2.3703949035939997,mm2,excluded,3845.0247,0.4811133642848247,3867.5006
2254,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-01-29,15,2.797447472223,mm2,excluded,2668.7853,0.28357344921353933,2545.5148
2255,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-02-01,18,3.0895264017369994,mm2,inflamed,4842.5445500000005,0.7060391610638311,4848.0986
2256,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-02-02,19,4.064009870472,mm2,inflamed,6652.8579,0.3764192872768716,6599.82375
2257,17-0727 A,20200114 Cage-1 Mouse-3,R,4,CL587054,2,aPD-L1,C.R.,2020-02-03,20,3.9720630660639995,mm2,inflamed,6474.7478,0.7631324115988753,6502.5371
2246,17-0727 A,20200114 Cage-1 Mouse-3,R,4.1.2.3.5.6.7.8.9.10.11.12.13,CL587054,2,aPD-L1,C.R.,2020-01-20,6,0.001,mm2,inflamed,1725.0849,0.478218259703761,1823.2849
2267,17-0727 A,20200114 Cage-1 Mouse-3,R,4.1.2.3.5.9.12,CL587054,2,aPD-L1,C.R.,2020-02-20,37,0.0,mm2,None,NaN,NaN,NaN
2268,17-0727 A,20200114 Cage-1 Mouse-3,R,4.1.2.3.5.9.12,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2270,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.095453298477,mm2,excluded,1247.2292499999999,0.08402832457564041,1165.0733
2271,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.11380219817399999,mm2,excluded,1479.6856,0.14833875101639019,1466.619
2272,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.285796450251,mm2,uncertain,1690.05125,0.19317715911193759,1646.9446
2273,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.406440029559,mm2,excluded,1260.0591,0.17546566883937934,1136.9678
2274,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.5136136989879999,mm2,excluded,1870.4814000000001,0.17170251737246803,1757.11755
2275,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.5872101859619999,mm2,excluded,3852.4037,0.5046552792623434,3852.71645
2276,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-01-28,14,0.681969307999,mm2,inflamed,3908.25185,0.7996606519132972,4093.0762
2277,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-01-29,15,0.956754363415,mm2,excluded,2489.0378,0.34892252074493973,2927.8539499999997
2278,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-02-01,18,1.086712165999,mm2,inflamed,6761.37,0.9840058280187365,6944.5522
2279,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-02-02,19,1.412388865568,mm2,inflamed,9351.5233,0.8873862890770355,9435.4661
2280,17-0727 A,20200114 Cage-1 Mouse-3,R,5,CL587054,2,aPD-L1,C.R.,2020-02-03,20,1.5650478987849998,mm2,inflamed,6474.7478,0.7631324115988753,6502.5371
2269,17-0727 A,20200114 Cage-1 Mouse-3,R,5.1.2.3.4.6.7.8.9.10.11.12.13,CL587054,2,aPD-L1,C.R.,2020-01-20,6,0.001,mm2,excluded,2200.8128,0.19617813426226818,2136.1342
2290,17-0727 A,20200114 Cage-1 Mouse-3,R,5.1.2.3.4.9.12,CL587054,2,aPD-L1,C.R.,2020-02-20,37,0.0,mm2,None,NaN,NaN,NaN
2291,17-0727 A,20200114 Cage-1 Mouse-3,R,5.1.2.3.4.9.12,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2292,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-01-20,6,0.001,mm2,inflamed,3075.2956,0.8787568190903845,3407.1786
2293,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.46965366112599993,mm2,inflamed,2090.8837,0.6764158213670451,2469.9136
2294,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.127466267837,mm2,excluded,1771.1585,0.2618680629245519,1755.4146
2295,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.05856484387,mm2,excluded,1406.1098,0.39727312296856176,1336.5785
2296,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.10444064213399999,mm2,inflamed,1754.77655,0.5530759713333621,1768.3295
2297,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.389651440671,mm2,uncertain,2261.4553,0.36339961784565494,2152.41995
2298,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.371301123237,mm2,inflamed,4994.5804,0.6166739051708695,5225.7647
2299,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-01-28,14,0.390282464648,mm2,inflamed,5771.1431,0.9617557778825067,6795.2657500000005
2300,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-01-29,15,0.412491731184,mm2,inflamed,5147.04525,0.9957079869994251,5690.15275
2301,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-02-01,18,0.487039136007,mm2,inflamed,6147.6037,1.0,6569.306350000001
2302,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-02-02,19,0.0,mm2,None,NaN,NaN,NaN
2303,17-0727 A,20200114 Cage-1 Mouse-3,R,6,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2304,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-01-20,6,0.001,mm2,inflamed,2712.9658,0.4960313759984187,2705.23055
2305,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.49698180513099993,mm2,excluded,4883.2206,0.13514233434954642,4049.7028
2306,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-01-23,9,1.737874704048,mm2,excluded,6000.5669,0.07925480642632901,5201.6391
2307,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-01-24,10,1.8951584140749997,mm2,excluded,4882.7961,0.146034763695195,3863.8723499999996
2308,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-01-25,11,2.174122293749,mm2,excluded,2856.28755,0.4268808659979075,2770.18025
2309,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-01-26,12,2.9698233341819997,mm2,excluded,4270.0787,0.12011848816659135,3333.8895
2310,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-01-27,13,2.7798780190619996,mm2,excluded,5258.7985499999995,0.21019673824778273,4946.8659
2311,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-01-28,14,5.16016285945,mm2,inflamed,4785.0291,0.5660697972921653,4891.5243
2312,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-01-29,15,6.229152222742,mm2,inflamed,3890.2173000000003,0.6598442214603241,4125.8368
2313,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-02-01,18,7.834985860282999,mm2,inflamed,8761.8197,0.7435886876461921,9360.8121
2314,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-02-02,19,12.014382916783998,mm2,inflamed,6291.6389500000005,0.48043502614210826,6260.0105
2315,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-02-03,20,8.979162172833998,mm2,inflamed,6779.2651,0.36700954513922845,6315.4641
2316,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-02-04,21,4.548271954473,mm2,excluded,5633.14145,0.008776371790874005,5008.7078
2317,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-02-05,22,3.3009099309829995,mm2,inflamed,7362.1112,0.07970023691751824,6335.76175
2318,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-02-06,23,0.0,mm2,None,NaN,NaN,NaN
2319,17-0727 A,20200114 Cage-1 Mouse-3,R,7,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2320,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.001,mm2,excluded,1468.3339,0.10291463140885952,1455.4237
2321,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.05465628801,mm2,inflamed,2020.4541,0.7743129363494837,2117.9511
2322,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.063445251425,mm2,uncertain,2344.7482,0.5532034538347049,2376.8911
2323,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.13138047125,mm2,inflamed,2073.3823,0.730635838937694,2445.2885
2324,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.449582800528,mm2,uncertain,2168.6506,0.4299035956632636,2286.6301
2325,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-01-27,13,0.34279956557499996,mm2,inflamed,3092.9967,0.8898451726957521,3307.02885
2326,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-01-28,14,0.41175873776,mm2,inflamed,4969.971100000001,0.995850578113327,5213.5886
2327,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-01-29,15,0.482769548507,mm2,inflamed,3399.3641,0.7362772662183393,3501.24955
2328,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-02-01,18,0.46829935265,mm2,inflamed,9090.2006,0.9297459776660478,10082.0692
2329,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-02-02,19,0.0,mm2,None,NaN,NaN,NaN
2330,17-0727 A,20200114 Cage-1 Mouse-3,R,8,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2332,17-0727 A,20200114 Cage-1 Mouse-3,R,9,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.9211536257559999,mm2,uncertain,1869.3787499999999,0.3759997166799547,1878.6817
2333,17-0727 A,20200114 Cage-1 Mouse-3,R,9,CL587054,2,aPD-L1,C.R.,2020-01-25,11,1.279056235975,mm2,uncertain,1984.7289,0.2580123778679588,1980.0316
2334,17-0727 A,20200114 Cage-1 Mouse-3,R,9,CL587054,2,aPD-L1,C.R.,2020-01-26,12,1.8153150082379998,mm2,excluded,2103.7725,0.21224665618053964,1867.4115000000002
2335,17-0727 A,20200114 Cage-1 Mouse-3,R,9,CL587054,2,aPD-L1,C.R.,2020-01-27,13,2.523168778187,mm2,uncertain,2824.4273,0.46471041807027735,2908.1739
2336,17-0727 A,20200114 Cage-1 Mouse-3,R,9,CL587054,2,aPD-L1,C.R.,2020-01-28,14,3.703681020951,mm2,excluded,2589.6851,0.08299497861050849,2451.9508
2337,17-0727 A,20200114 Cage-1 Mouse-3,R,9,CL587054,2,aPD-L1,C.R.,2020-01-29,15,4.736139087063999,mm2,excluded,2243.5317,0.044028388962478536,1786.28975
